x1,x2,d
0.666032818988335,-4.90405887630981,1
-3.45419322144063,-3.07097600935738,1
0.472625673579629,-2.04647474553575,1
0.93191588411632,-0.87370284336968,1
-2.96195376884697,-1.90596136150773,1
-0.548268364795365,-1.06352634932117,1
-0.0191002299474192,1.48821213563295,1
-0.748493478175845,-2.82516596954579,1
-0.927040141716467,-0.960346159664542,1
-1.27835283135215,1.2393778052211,1
0.929000063488307,3.31919796239461,1
-0.642129559422877,-1.38246056889902,1
-1.95869045339342,-2.71050045672312,1
-0.426481954482684,-2.24005143191403,1
-0.291493865073212,0.717819389856701,1
1.45481243280099,-1.76769826734954,1
-0.398233115475265,3.09551361626142,1
-0.715254647305469,-0.825023797197459,1
2.36492606662658,0.837206127599302,1
-0.470297949636381,-0.578701447304941,1
0.548295377791008,-1.27501972063441,1
1.45096593624629,-3.45795931054063,1
4.78742718495661,-1.63624290311235,1
2.02409957959398,0.53274502756919,1
2.02697656131817,-2.63676668163407,1
2.90404972921088,2.64864614235507,1
1.12786561834537,-2.04833518422024,1
1.17568131304132,-0.416634667818219,1
-4.54844822623269,-3.88795360111541,1
1.42922588435938,-1.49737005812834,1
3.7478657902997,0.469958195960272,1
-0.0726099459958671,-1.30790192015618,1
-3.73757700517011,-2.63588118697329,1
0.0232816692676995,1.31131861848353,1
-4.67395046416557,2.3540430843284,1
-3.69371240341653,1.24195489882374,1
-3.05944963137019,0.892205895491986,1
-1.19867379181065,0.44918520363451,1
0.874843252653617,-3.40141329483021,1
0.635021638662139,1.6350369587598,1
0.802335861867031,-1.07626956274719,1
2.24136886474132,0.46677031892912,1
2.96012491770163,1.44818090762898,1
2.11607068068489,-2.24881265298316,1
-1.46788937360706,3.12446787513558,1
2.89805407045297,5.51126759967956,1
0.105051429072998,-3.68708259977235,1
2.22568356259547,-2.40993111307821,1
-2.14525164804917,0.473201482997038,1
3.08204328911618,0.841084039177933,1
-2.21737775808939,0.145710556728182,1
-2.52710678748272,-0.341119270169384,1
-0.394348839047507,-1.90252707407931,1
2.0537959111049,2.86672219186794,1
-2.21043759638977,-3.08350708359935,1
-6.01942239632546,1.05522607011478,1
2.91112100348484,-0.149548563297459,1
1.0017174101873,-1.05887714197298,1
2.95748418993943,-0.089030036023121,1
4.92960932812924,5.79866578233624,1
-3.08700004975008,-0.0149425607261917,1
1.83325679982881,-1.16832877620436,1
1.55410202124762,-2.2571946210673,1
-2.29521937582712,-3.17579375754225,1
5.15272288567185,4.06420230190464,1
0.549486202589712,2.59826839102727,1
-1.50741117742609,1.08849362447279,1
1.92956334037934,0.593001418926606,1
1.47725560999505,-3.12688062687286,1
1.10711939584853,-0.469227446539602,1
1.16980910361505,5.34912282629602,1
1.12225744953237,2.97207382614052,1
3.69576091940279,-4.28400112912383,1
-2.8679920302723,2.15072698287473,1
1.5962359200517,2.24403731814982,1
5.31883494376157,-2.59284176448405,1
0.616906993155588,0.292028177695368,1
2.46347953958039,2.20493577897967,1
2.48229885259957,0.146631445319728,1
3.16751367851091,-3.98057511942327,1
0.0736759318473951,2.70264707411054,1
2.13597908750254,-6.53490053261708,1
-1.15584380284609,-4.5212036813925,1
0.208211783102533,0.393081393329261,1
3.40027108750037,-4.63287517093628,1
-0.358255141867806,0.731838893824021,1
-2.42991034399401,-1.51219383190338,1
-0.839349891648252,-0.170542459576738,1
4.89904991750641,1.92370641963403,1
4.09210619596545,-1.2814661535195,1
0.320336720011602,0.480710462279726,1
-4.44566845598786,-0.237272786493611,1
4.39699745587396,3.53779756308882,1
2.52769516733473,-0.801701694549152,1
1.50970328001521,5.40436814756174,1
1.35198299215134,2.95445016778064,1
-2.49248304034115,-3.79854539879094,1
-1.30638637055869,-1.66339147794632,1
2.70711224061962,-0.621358228656565,1
0.883817527025067,-3.8566508935673,1
1.57125075662561,0.180001176632727,1
0.458053629491788,-5.06490582313352,1
1.46602009296912,-1.99291070512982,1
-2.1047058640962,0.00479450145508458,1
2.52799044574164,3.17223265252398,1
-1.74843628020727,4.06021444058179,1
2.60333542161189,-1.49244401948197,1
-0.329976086479623,0.95309180563088,1
-1.30852860901557,2.73386646080093,1
-0.127279385331215,-2.27386441472782,1
1.73011408757055,-2.1200500384625,1
1.31213781331116,3.85887898536568,1
-1.91095169788492,-6.62220728897951,1
1.47634508875571,2.63613710733125,1
-4.63313615196866,-1.0038286902414,1
-0.627194280033362,-3.70391221100052,1
-4.28887199412601,1.54742510841373,1
-2.23837315208161,-2.15898428296413,1
-2.0977948176053,-3.02753447678659,1
0.353286314268836,2.11946257146184,1
0.283990282330724,0.758503767326766,1
-2.50835618067267,4.15334003056064,1
1.20359834793941,-1.15020169713684,1
1.64447930778802,-0.298427916339895,1
-1.95480513370241,-1.14303168289548,1
2.9270953615123,-1.38147168256837,1
4.4965486407719,-0.0522739556611261,1
0.330635541253116,1.27023751490184,1
-1.23497215969078,0.936600435020075,1
0.690761860764979,-2.30534980681102,1
0.959095153348495,0.613629765924334,1
2.12118620137697,-0.166018371401316,1
2.58474347796745,-3.32103862504443,1
3.44389231502837,0.508704368037591,1
-0.712486016835584,0.242874428532359,1
0.183842946867345,1.14363089042776,1
-1.58810680218807,-5.17755817517598,1
-3.2465481460575,0.355024958999034,1
3.49074744466367,-0.104106807027378,1
